XP_005266364.1,23091
NP_005447.1,9479
NP_001014301.1,389289
XP_016864055.1,683
NP_775957.2,541565
NP_689928.3,219899
NP_001092047.1,6160
NP_001310868.1,115752
NP_001306871.1,388364
NP_068806.1,29925
XP_005263202.1,56978
NP_001180270.1,221421
NP_932327.1,8824
XP_016878927.1,55692
XP_016868646.1,169166
XP_011509486.1,4036
XP_016866729.1,7164
NP_001245258.1,2036
NP_001158145.1,285489
NP_001182146.1,203260
NP_006642.1,10815
XP_016860129.1,6242
NP_001158058.1,91156
XP_016860717.1,905
NP_005900.2,4131
XP_011519522.1,123355
XP_016884317.1,51733
XP_016872746.1,1740
XP_016870893.1,107987099
NP_612465.3,116071
NP_005619.1,6510
XP_016864969.1,4208
XP_011534934.1,26037
XP_016883201.1,2036
XP_011527502.1,23236
XP_011523848.1,996
NP_001291314.1,132228
NP_001028928.1,7422
XP_016877096.1,6547
XP_011517645.1,1787
NP_001333241.1,9776
XP_016872156.1,79955
XP_005264508.2,57448
XP_011527681.1,80343
XP_016869293.1,727957
NP_001307717.1,27300
XP_005252061.1,4915
NP_001005286.1,343169
NP_057578.1,51255
NP_061039.3,55435
XP_016872285.1,84632
XP_016860964.1,284958
XP_016873985.1,8567
XP_016865141.1,57179
NP_001360.1,1767
NP_997639.1,2335
NP_079335.2,80129
XP_011538678.2,953
NP_064569.3,26504
NP_001311037.1,1879
NP_001077059.1,54867
NP_110439.2,81569
NP_001182143.1,286451
NP_001164232.1,26576
NP_001308178.1,81552
XP_016882690.1,7562
XP_006714627.2,167555
XP_016874931.1,51535
NP_001035252.1,84326
XP_011528122.1,10043
NP_000896.1,4852
XP_016869694.1,10585
NP_002129.2,3184
XP_016882131.1,284358
XP_016857228.1,55733
NP_001258647.1,6691
NP_001334775.1,220965
NP_001132970.1,2258
XP_011524091.1,100101467
XP_005255492.1,57020
XP_016872647.1,113130
NP_001171106.1,1605
XP_011541715.1,4671
XP_016866374.1,4301
NP_001276947.1,54496
XP_016860220.1,65080
XP_011515872.1,57094
XP_016867753.1,5137
NP_079498.2,80335
XP_016868497.1,114788
NP_001245384.1,10318
XP_005257260.1,26115
NP_000201.2,3655
NP_001304849.1,598
NP_001263433.1,6392
NP_982279.1,403314
XP_011510082.1,7456
NP_001304313.1,361
NP_001265316.1,81539
XP_011515967.1,100287171
XP_011540314.1,653149
NP_000380.1,1026
XP_011510103.1,7850
NP_001317235.1,54991
XP_016856443.1,257101
NP_001304018.1,80329
NP_001290330.1,79598
XP_016872119.1,79009
XP_005272521.1,23370
NP_001191840.1,79650
XP_011514432.1,346653
XP_011535717.1,9870
NP_001032401.1,9718
NP_001291394.1,2030
NP_001138233.1,7089
XP_016884517.1,8897
NP_054895.1,29089
XP_016864488.1,11285
XP_006710734.1,51058
XP_016885471.1,9737
XP_016878463.1,146556
XP_016873152.1,347862
NP_443104.1,112744
XP_011529020.1,80305
NP_001164642.1,1524
NP_061197.4,7442
XP_016878687.1,339145
XP_006712480.1,26469
NP_001006633.1,1129
XP_016877863.1,54878
NP_085048.1,80762
XP_016878468.1,1540
NP_775933.1,285533
NP_001333175.1,253959
NP_113656.2,83698
XP_016855513.1,10250
NP_001333694.1,399687
XP_016864944.1,375484
NP_001182033.1,2936
XP_005272196.1,9627
NP_057576.2,29098
XP_005267236.1,85021
XP_011532521.1,9209
NP_001182190.1,9659
XP_011512737.1,23294
XP_016861440.1,23122
XP_006712192.1,8884
XP_005256210.1,80004
XP_011510902.1,23355
XP_005253377.1,144363
NP_001229740.1,22881
NP_001290341.1,55197
XP_011508950.1,1385
XP_016869910.1,1993
XP_011509060.1,165055
XP_011542037.1,9555
NP_001186391.1,5134
XP_016864394.1,285423
XP_011542396.1,128308
NP_001158232.1,5575
NP_001073934.1,388381
XP_016880951.1,9862
XP_016859854.1,54221
XP_016871729.1,387707
XP_011534838.1,161436
NP_001073869.1,729359
NP_004651.2,8653
XP_016880832.1,9400
XP_011516669.1,2176
NP_000469.3,249
NP_149992.3,89801
XP_011522827.1,2186
NP_001035944.1,54960
XP_005258117.1,85464
NP_004672.2,9086
NP_001333426.1,51347
XP_016862079.1,51447
XP_011509736.1,55289
NP_000135.2,2395
NP_001258992.1,728239
NP_036610.2,23558
NP_001308005.1,1742
XP_016866053.1,23033
XP_016882863.1,84467
XP_005250913.1,26166
XP_011534107.1,3841
NP_001308775.1,54939
XP_006719483.1,4666
XP_016872992.1,25988
XP_005252213.1,7088
XP_016872874.1,22897
XP_016858410.1,9826
XP_006719304.1,1272
NP_006518.1,7884
XP_016872633.1,10992
NP_001278955.1,7164
NP_665874.1,4056
XP_011518372.1,374378
NP_001136037.1,79869
XP_011539834.1,50809
XP_016860361.1,7701
NP_001253979.1,151556
NP_036550.1,25794
NP_001305670.1,84259
NP_001269900.1,9788
NP_001229257.1,728379
NP_031373.2,23431
XP_006724332.1,5465
XP_006716170.1,7434
XP_016880861.1,9520
NP_001257458.1,54778
XP_011544425.1,23786
XP_016880305.1,55273
NP_005297.1,2867
XP_005268080.1,6710
XP_011531940.1,2912
XP_016873569.1,57758
XP_005245077.1,23215
NP_001305657.1,55205
XP_016872024.1,64210
NP_000923.1,5331
NP_963885.1,2823
NP_001272972.1,34
XP_011535225.1,55320
XP_006710369.1,11079
XP_011521779.1,9605
NP_004942.1,1880
XP_016872165.1,80013
XP_016879822.1,201266
NP_997187.1,10150
NP_009185.2,11284
NP_001008392.2,493860
NP_057145.1,51646
XP_005245680.1,9580
NP_000944.1,5729
NP_001290157.1,80008
XP_016880410.1,59344
NP_115516.1,84080
NP_001269486.1,11148
NP_001308223.1,132001
XP_005268429.1,133522
XP_011530989.1,200424
XP_005247965.1,961
XP_016873100.1,2893
XP_016868741.1,23259
XP_011526031.1,163059
NP_001123584.1,5985
NP_001033793.2,284083
NP_060756.2,55273
XP_011528884.1,9814
NP_036345.2,23417
XP_006711898.1,8476
XP_011519345.1,101929469
XP_005274594.1,4281
XP_016881423.1,6925
NP_001018114.1,81889
XP_016866421.1,5169
XP_016877765.1,49855
XP_011543868.1,6399
XP_016860879.1,9654
NP_001276790.1,8863
NP_001801.1,1059
NP_001005368.1,7580
NP_932062.1,55323
NP_000441.2,6401
XP_011532992.1,91522
NP_001036054.1,51754
XP_011520647.1,10131
NP_001258912.1,283171
XP_005254291.1,22909
NP_001311241.1,8034
XP_016873735.1,7536
NP_001186985.1,80896
NP_001317656.1,51138
XP_016858951.1,151258
XP_011540938.1,159989
XP_011532253.1,55799
XP_011519930.1,4756
XP_011521478.1,54971
NP_001308170.1,51629
XP_006723765.1,140688
NP_710148.1,51227
XP_011528483.1,421
XP_011519893.1,4212
XP_011518138.1,10196
XP_011521517.1,55565
NP_663619.1,51318
XP_016874627.1,25766
NP_758455.1,116541
XP_005251095.1,7038
XP_005259948.1,342979
XP_011528745.1,84164
NP_001093900.1,5910
XP_016866555.1,56995
XP_011521985.1,146850
XP_016855772.1,127254
NP_001335106.1,26085
NP_660331.1,162979
XP_016885083.1,5422
XP_011517418.1,84885
NP_001159441.1,92335
XP_011511324.2,57047
XP_016869576.1,9788
XP_011514069.1,11062
NP_001303903.1,84328
XP_016862932.1,91653
NP_871615.1,7323
XP_011525020.1,27033
XP_011541108.1,3606
XP_016870330.1,54875
NP_001137293.2,54477
XP_005270503.1,127002
NP_998816.1,29957
NP_005139.1,9094
XP_016880919.1,9720
NP_001258803.1,25980
NP_597681.4,7273
NP_001093590.1,9718
NP_001186715.1,2280
XP_011528315.2,23151
XP_016882364.1,5348
XP_016863943.1,5602
XP_016875766.1,9847
NP_060056.1,11094
XP_011528804.1,9127
XP_016860034.1,57282
NP_065716.1,57393
NP_001269835.1,93550
XP_016856854.1,4802
NP_001308949.1,4705
XP_016863431.1,23284
NP_001034456.1,529
XP_006712618.1,4999
XP_016874798.1,4327
XP_006721180.1,102724101
XP_011540540.1,83715
NP_001287989.1,79906
NP_001093139.1,25994
XP_011525421.1,56301
XP_016857366.1,57489
XP_005246473.1,2335
XP_016858659.1,10494
NP_001311269.1,54925
NP_001300870.1,387
NP_001276112.1,55900
NP_001184052.1,3661
XP_011527849.1,3150
XP_011526991.1,22839
XP_011534258.1,57107
NP_078865.1,79641
NP_004484.1,3028
XP_016877731.1,4916
XP_011507728.1,284525
NP_001295310.1,64708
NP_001303962.1,147841
XP_016859791.1,5136
XP_016880606.1,79990
XP_016857072.1,55061
NP_058646.2,50859
NP_954577.1,199704
NP_000845.2,2953
NP_115897.1,84548
NP_940969.3,375484
XP_011522691.1,146909
XP_016879328.1,89941
NP_001230493.1,79947
XP_005253101.1,59307
XP_011509088.1,200576
NP_001095123.1,29099
NP_001015879.1,6795
NP_840056.1,29992
NP_064501.2,56884
XP_011508681.1,7173
XP_011543555.1,79731
XP_011537693.1,1755
NP_060880.3,55355
XP_016867055.1,9892
NP_057323.3,51168
NP_620641.1,79574
XP_011521476.1,54971
XP_011527812.1,23275
NP_001244948.1,2890
NP_001130002.1,5270
NP_057655.2,51557
XP_016876093.1,4008
XP_016877947.1,5923
NP_001277199.1,11027
XP_005258750.1,23546
NP_001308513.1,817
NP_085152.2,116983
XP_005248173.1,55161
XP_016880181.1,489
NP_001308662.1,23233
NP_001240655.1,79412
XP_011518565.1,6050
XP_016879114.1,728734
NP_001276003.1,3070
XP_011531314.1,60509
NP_001258936.1,122961
XP_011531067.1,2677
XP_011519966.1,51495
XP_011511243.1,54847
XP_016874409.1,1663
XP_011513157.1,7629
NP_795372.1,338376
XP_011523481.1,752
XP_016883550.1,79133
NP_001275925.1,132660
NP_075055.1,64926
XP_011523500.1,79089
XP_011542298.1,8573
NP_055887.3,23093
NP_114120.2,83851
NP_001019765.1,388722
XP_016876264.1,8100
NP_065184.2,57190
XP_016855720.1,116841
XP_011525700.1,8463
NP_055618.2,9849
XP_011508700.1,79954
NP_036505.2,8392
XP_011511023.1,285335
XP_005253938.1,387890
NP_001122398.1,346653
XP_016869635.1,101928095
NP_036418.1,9643
XP_016885003.1,401612
NP_055780.2,22906
NP_055384.1,23660
XP_011524950.1,22900
XP_016883024.1,9745
XP_016880809.1,92521
NP_001157030.1,5617
NP_001276987.1,221
XP_011511000.1,27230
NP_001186628.1,56919
NP_060530.3,55699
XP_016875991.1,23281
NP_001070938.1,9970
XP_016863733.1,442117
XP_016866714.1,667
NP_001136045.1,3614
XP_011515006.1,93979
XP_011531136.1,3973
XP_011516060.1,158326
NP_001180569.1,23418
XP_005246936.1,80856
NP_001159845.1,55016
XP_006714886.1,153579
XP_016871790.1,51008
NP_001192180.1,23305
NP_001093097.1,56181
XP_016857941.1,84033
NP_004335.1,1069
NP_060877.3,55353
NP_001132931.1,163882
NP_001129633.1,157777
XP_006723157.1,22900
XP_006718276.1,322
NP_853531.1,123920
XP_016871637.1,288
NP_001284680.1,51267
NP_002164.1,3449
NP_001305974.1,83939
NP_001317663.1,9849
XP_011536707.1,4891
XP_016857693.1,6920
NP_003704.3,8613
NP_001305829.1,2746
NP_004851.2,9513
NP_058648.4,50937
NP_001242916.1,78989
XP_016857572.1,6464
NP_001192049.1,9776
XP_006715540.2,389421
XP_016862719.1,79858
NP_001276083.1,100507436
XP_016857423.1,57708
NP_078924.1,79701
XP_011537149.1,84329
XP_005250244.1,2006
XP_011531334.1,6432
XP_016875470.1,80184
XP_016879021.1,63922
XP_016878127.1,80381
XP_016859089.1,22925
NP_001307562.1,274
XP_016881676.1,10859
XP_016856402.1,255104
XP_016874802.1,4598
NP_001138917.1,57466
NP_001309895.1,4942
XP_016881727.1,115703
XP_011512045.1,7096
XP_016860807.1,9378
NP_001129740.1,9802
XP_016884214.1,23786
NP_000637.2,178
NP_001273492.1,57476
NP_001229288.1,9886
NP_001091961.1,79744
NP_001277197.1,140876
NP_001121781.1,81619
XP_011527565.1,54675
XP_016883738.1,104
XP_016867734.1,4897
NP_973726.2,7536
XP_006721641.1,80169
NP_001121600.1,6935
XP_016856781.1,405
XP_016885027.1,4281
XP_011537613.1,142891
XP_005248258.1,9079
NP_001191791.1,6921
XP_006723159.1,22900
XP_016865854.1,2045
XP_016868115.1,79846
XP_016885350.1,79979
XP_016868865.1,3174
NP_001310968.1,7390
XP_011526904.1,149708
NP_060087.3,4851
NP_060750.1,55267
XP_016865941.1,221692
XP_016881395.1,5797
XP_011513528.1,23072
NP_001002294.1,2328
XP_016875779.1,101929984
NP_001257978.1,200373
NP_001231800.1,1601
NP_001289620.1,348
XP_005257747.1,79902
XP_016861753.1,28976
XP_005267480.1,22990
NP_066390.1,3012
XP_011517305.1,79048
NP_001258093.1,5742
NP_001124458.1,8291
XP_011513266.1,860
NP_001289761.1,339883
NP_112487.1,81892
XP_005263413.1,9429
XP_005260602.1,7764
XP_011523475.1,729877
NP_001106965.1,10801
XP_011516522.1,138065
XP_005256251.1,84166
XP_011509469.1,389075
XP_005266002.1,57179
NP_001277058.1,55624
NP_001128137.1,93587
XP_011524293.1,4152
XP_016879580.1,11276
XP_016868349.1,989
NP_054699.2,780
XP_011510413.1,90342
NP_006701.1,10920
XP_006723298.1,51070
XP_011531577.1,10425
NP_001138454.1,728591
XP_005262724.1,7358
NP_001186108.1,27032
XP_016864627.1,153830
NP_001245327.1,388389
NP_001303892.1,685
XP_016861894.1,4134
XP_011537161.1,84660
NP_001091678.1,3185
NP_001315615.1,334
XP_005260862.1,64773
XP_016856482.1,26097
NP_001294943.1,133482
NP_001316728.1,57480
NP_001273059.1,1258
NP_005230.1,2114
NP_848639.2,339327
NP_001257410.1,5694
XP_006714099.1,132946
XP_011536709.1,490
NP_203520.1,841
NP_005702.3,10085
NP_072050.1,2689
XP_016881201.1,2922
XP_016868897.1,389677
NP_001156758.1,2130
XP_016865711.1,112611
NP_005683.2,10061
XP_006719025.1,1108
NP_001191295.1,4258
XP_016867965.1,5799
XP_006712858.1,84281
NP_001159749.1,9938
XP_011537637.1,143241
XP_005277978.1,92002
XP_016882050.1,255057
XP_011527692.1,8760
NP_112182.1,81611
XP_016871530.1,26091
NP_006297.2,8243
XP_005244835.1,65220
NP_150249.1,5371
XP_016864436.1,10318
NP_001281257.1,390748
XP_016878886.1,55238
NP_001241872.1,55704
XP_016878757.1,51061
NP_001210.1,813
XP_016856210.1,23029
NP_001304888.1,158067
NP_065743.2,57452
XP_016856305.1,23318
XP_016879606.1,114804
NP_001135773.1,91147
NP_001004472.1,343406
XP_005260469.1,434
XP_016866228.1,26716
XP_011533633.1,9882
NP_001269333.1,4191
NP_000041.2,445
NP_001316845.1,56902
XP_011533142.1,7699
NP_060089.1,55599
NP_001107228.1,1890
NP_001008401.3,388561
NP_001269092.1,1184
XP_016869090.1,55093
NP_079239.3,80028
NP_004240.2,9364
NP_004990.3,4646
NP_006757.2,7994
XP_011543741.1,10742
XP_016865155.1,57451
NP_001073997.2,646498
XP_011507653.1,2330
XP_006710860.1,5792
NP_001171565.1,586
XP_016860518.1,80304
NP_001103447.1,729830
XP_011526855.1,140686
XP_016863559.1,287
NP_003639.2,8527
XP_016866733.1,7402
NP_002304.3,3983
XP_011520803.1,440335
NP_001316858.1,57546
XP_016878565.1,23090
NP_001238909.1,11123
NP_001273384.1,63027
NP_001128248.1,64837
XP_006712334.1,130507
NP_904324.1,89910
NP_001307958.1,4735
NP_001271205.1,327657
XP_006711451.1,5396
XP_016858345.1,9554
XP_016883790.1,23181
NP_001307877.1,378948
XP_016864629.1,1627
XP_016874533.1,23041
NP_001308716.1,375611
XP_016860752.1,9208
XP_006714822.1,206358
NP_001306135.1,4205
XP_011533750.1,134728
NP_000342.2,412
XP_006723728.1,955
NP_001308764.1,51692
XP_011530727.1,9693
NP_001311183.1,7587
XP_016873848.1,80227
NP_001180260.1,84909
XP_011522755.1,163
XP_011511741.1,285498
NP_150374.2,90135
NP_001310343.1,5832
XP_016878863.1,5493
NP_689978.2,254778
NP_003662.1,8555
NP_742104.1,3785
XP_016868928.1,444
XP_005248310.1,1501
XP_016881541.1,8715
NP_116185.2,94056
XP_016883986.1,8867
NP_001288170.1,396
NP_071942.1,64432
XP_005248950.1,221395
NP_005353.1,4102
NP_115906.3,84569
XP_016867303.1,2006
XP_006719468.1,4604
XP_016872061.1,65217
NP_001182183.1,54840
XP_016870296.1,51754
XP_011524189.1,23327
NP_001012320.1,55900
XP_016863870.1,55589
XP_016873421.1,5450
NP_001165602.1,3055
NP_690620.1,5754
XP_016866175.1,256380
NP_945321.1,166
NP_001229771.1,7748
XP_006723763.1,140685
NP_001290370.1,124790
XP_005260030.1,54862
NP_001471.2,2587
NP_001308876.1,2259
XP_016870504.1,6418
XP_016866092.1,23328
NP_115612.4,84196
XP_011519653.1,2038
NP_001750.1,894
XP_011534755.1,145264
NP_057941.1,2348
XP_016870687.1,84186
NP_001258489.1,389895
XP_016855485.1,10100
XP_016870553.1,7088
NP_001137454.1,91851
NP_001287698.1,127018
XP_006710791.1,55160
NP_001116212.1,2099
NP_001003940.1,90427
XP_011535523.1,83851
XP_011537017.1,6996
NP_001269878.1,64708
NP_062829.1,56344
NP_003456.1,1118
XP_016883641.1,9770
NP_059134.1,54093
XP_011533323.1,23281
NP_001244137.1,2246
NP_001265098.1,51654
NP_001288090.1,222256
XP_016881640.1,10780
XP_011542350.1,114548
XP_011533262.1,219402
NP_001243199.1,3835
NP_001306978.1,10436
XP_011543958.1,100288966
NP_005595.2,5454
NP_006567.3,10677
NP_001317078.1,27077
XP_006719834.1,219402
XP_016875234.1,5830
XP_016879705.1,146722
XP_011515208.1,1936
XP_011542542.1,56997
XP_005250761.1,93664
XP_016860451.1,79800
XP_016876605.1,23368
NP_001136234.1,90417
XP_011508276.1,79368
NP_001303919.1,90799
NP_001277959.1,646851
NP_001287713.1,121506
XP_005253140.1,6764
XP_016872692.1,120379
XP_011526113.1,23025
NP_001307956.1,1646
XP_011513319.1,9753
NP_001005239.1,81061
XP_005245743.1,9911
XP_005270013.1,55680
NP_060019.2,54749
XP_016869408.1,85002
NP_001307879.1,378949
XP_011521050.1,9284
XP_011539707.1,374946
NP_003797.1,8739
XP_005248660.1,79810
XP_005262301.1,158830
XP_011532842.1,3101
NP_789781.2,126205
XP_006711536.1,5788
XP_016872049.1,64421
NP_001317286.1,143684
NP_001292016.1,26151
XP_016871494.1,23522
NP_002347.5,4082
XP_005269002.1,51135
XP_016869587.1,9788
NP_057690.2,51308
XP_006723901.1,57446
NP_055325.2,27445
XP_016863140.1,1040
NP_963290.1,8525
NP_919423.1,11119
XP_011518520.1,55761
XP_011530517.1,7097
NP_003935.2,8991
NP_071412.2,64081
XP_011512849.1,3096
XP_011544157.1,400506
XP_011534008.1,256380
XP_011508327.1,81609
XP_016875333.1,6540
XP_006717146.1,29952
XP_016870050.1,23552
NP_001965.3,2015
XP_011507846.1,405
NP_689480.2,91445
XP_006720664.1,55466
XP_016884074.1,128989
NP_001127895.1,55573
XP_016856953.1,5174
NP_001017977.1,55827
XP_005264201.1,130733
XP_016857323.1,56605
NP_066963.2,7403
XP_016859243.1,255101
XP_016869586.1,9788
NP_001284669.1,6902
XP_006717313.1,6709
NP_001317105.1,55352
XP_016876685.1,26037
NP_001191406.1,284040
XP_011521790.1,999
XP_016870216.1,4300
NP_001280664.1,90624
NP_001229785.1,23647
NP_001138376.1,10332
NP_001300946.1,57699
XP_011541026.1,23387
XP_016885551.1,64591
NP_001305468.1,221336
NP_997200.1,133923
XP_016868217.1,84629
NP_001243816.1,221301
XP_016856536.1,27159
XP_005266987.1,26235
XP_011529518.1,9248
XP_016883445.1,55968
NP_001173.2,501
XP_011529584.1,159090
NP_001308122.1,79718
NP_001234934.1,56938
NP_037469.2,29928
XP_011542723.1,157570
NP_001278237.1,51491
NP_061938.2,54550
NP_001008226.1,4850
XP_011542662.1,10361
XP_016872420.1,93550
NP_114161.3,83893
NP_005978.2,6698
NP_001114.2,132
XP_016870323.1,54840
NP_001030009.1,30820
XP_005267098.1,55084
XP_016857759.1,7813
NP_009048.1,7200
NP_001137232.1,1984
XP_016876923.1,55701
XP_011533405.1,51761
XP_011538128.1,474354
NP_001119523.1,3068
XP_016860524.1,80705
XP_016858025.1,84251
XP_005271961.1,153642
XP_016867194.1,10922
XP_016872334.1,84893
NP_001258973.1,6198
NP_001333843.1,353088
XP_011514258.1,222256
XP_016858164.1,8672
NP_001317482.1,642597
XP_005257917.1,9755
NP_001333952.1,80021
XP_011520873.1,6123
NP_001229604.1,10768
XP_016872973.1,25758
XP_016885472.1,9758
NP_001247420.1,23315
NP_001244959.1,2934
XP_005250607.1,6733
XP_005257091.1,124773
XP_011539052.1,1441
XP_016869831.1,158427
XP_016859101.1,23040
XP_016885042.1,492
XP_016875652.1,88455
NP_001268463.1,23136
XP_005265449.1,64343
NP_006110.1,2253
XP_016871009.1,10580
NP_954664.1,9577
XP_016864076.1,7468
XP_016879803.1,201181
XP_006711611.1,79957
NP_001004333.2,440400
NP_001136049.1,284323
XP_016878546.1,22980
XP_016873361.1,5091
NP_002855.2,5858
XP_011518993.1,51768
NP_780778.1,7499
XP_016866998.1,9465
XP_016874717.1,2967
NP_001245367.1,6897
NP_009149.2,11236
XP_006717364.1,8395
XP_016870272.1,5047
NP_001020409.1,7106
NP_001108224.1,1604
XP_016859734.1,51011
NP_001005910.1,51447
NP_001159907.1,3697
XP_011521323.1,283848
NP_001139575.1,83666
XP_011537561.1,118924
XP_011511494.1,80235
XP_011512794.1,27154
NP_055497.1,9705
NP_001309764.1,3778
NP_001171175.1,158326
XP_016862772.1,80321
XP_016883484.1,60437
NP_001154848.1,221545
XP_016875400.1,6895
NP_001193928.1,11113
XP_005249629.1,10392
NP_001122302.1,759
XP_005269332.1,10188
NP_001008749.2,401409
XP_016882314.1,4670
NP_001013009.2,400506
NP_001036011.2,64756
NP_001159349.1,267020
XP_016885787.1,107987462
NP_660330.2,162655
NP_001243818.1,221301
XP_005258040.1,4763
NP_203754.2,85456
NP_001229971.1,3107
NP_775740.1,92912
XP_011540530.1,832
NP_055870.2,23075
NP_005495.2,586
XP_016872470.1,9721
XP_016875075.1,55591
XP_011511537.1,84303
XP_005252733.1,282973
XP_011525147.1,284415
NP_001309185.1,23132
NP_001317608.1,54981
NP_076933.3,78991
XP_016868996.1,5108
XP_011539986.1,55116
NP_891555.2,2324
XP_016869171.1,5747
XP_016875164.1,5744
XP_016871751.1,404636
NP_055533.2,9746
XP_011528126.1,10634
XP_006721592.1,5023
XP_006724395.1,8398
NP_001304006.1,26097
XP_016883502.1,63935
NP_060020.1,54531
XP_016857652.1,65979
XP_005265221.1,4292
XP_016871893.1,55760
NP_079305.2,80097
NP_997641.1,2335
NP_002457.1,4605
NP_001243024.1,4628
NP_001276016.1,146722
NP_001017402.1,3914
NP_005876.2,10299
NP_976054.2,399671
XP_011523641.1,83990
XP_011523172.1,51096
XP_006724655.1,64061
NP_056506.2,55841
XP_005259532.1,10297
NP_001304021.1,4889
XP_016864492.1,11336
XP_016875508.1,84125
NP_001153408.1,10969
XP_016869825.1,158358
NP_001159970.1,10855
NP_056487.1,85376
XP_005265831.1,81608
NP_001138438.1,23327
XP_016871007.1,10580
NP_001243003.1,84570
NP_061990.2,56062
XP_011510086.1,7701
NP_001112358.1,2742
NP_006450.2,10613
XP_011543075.1,156
XP_011520381.1,80031
NP_941963.2,386676
XP_016876436.1,114088
XP_011530925.1,165082
XP_011528460.1,27352
NP_001136047.1,3614
NP_001157845.1,51184
NP_004721.1,2107
XP_005262409.1,100129520
NP_001193793.1,55437
NP_001317239.1,57669
XP_011524837.1,148137
XP_005274117.1,54843
XP_011539135.1,1580
XP_016861492.1,23166
NP_073740.2,64849
XP_005247024.1,9360
XP_016880035.1,29115
NP_001317357.1,1111
XP_016869279.1,6873
XP_016880748.1,8631
NP_001007251.1,6342
NP_059988.3,55559
XP_011512310.1,2533
XP_016878433.1,1387
XP_006713970.1,6002
NP_001120920.1,18
XP_011523095.1,3885
XP_011510481.1,93082
XP_011543704.1,9633
XP_011513108.1,63971
NP_001155970.1,10161
NP_001035533.1,51131
NP_001313228.1,79882
NP_443100.1,93185
XP_011536469.1,25875
XP_006721114.1,51704
XP_016871550.1,26095
NP_001170788.1,142680
NP_065092.1,57047
NP_009135.4,11218
XP_005264426.1,5281
XP_011536528.1,283455
NP_001002814.2,80223
NP_056277.2,25926
NP_001243589.1,8463
XP_016880477.1,6904
NP_036448.1,23633
XP_016872251.1,83938
NP_001181875.1,1981
XP_011533739.1,1310
XP_011514874.1,781
NP_001245181.1,7404
NP_001121631.1,55275
NP_003112.2,6689
XP_011522452.1,10014
NP_001275980.1,54872
NP_001273004.1,487
XP_016883451.1,57144
NP_001028739.2,55288
XP_016869399.1,84955
XP_006720314.1,7597
XP_011512648.1,221336
NP_001295064.1,339487
XP_011532322.1,64689
NP_001007170.1,158399
NP_005040.2,5822
XP_016884488.1,84164
XP_011517835.1,55130
NP_006828.2,10987
NP_006744.2,6838
NP_004061.3,1187
NP_001186026.1,8938
XP_016880468.1,6830
XP_005248689.1,9765
NP_001272988.1,27314
XP_011542029.1,9522
XP_016874430.1,171017
NP_001289750.1,51738
NP_998767.1,284266
XP_011537357.1,196446
XP_011541257.1,642446
XP_016863548.1,2868
XP_016869524.1,9699
NP_001230358.1,2078
XP_016874593.1,23457
XP_016862584.1,7029
NP_004655.1,8825
XP_016875803.1,10208
XP_006712092.1,51542
NP_001139555.1,79143
XP_005249072.1,2794
